index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
1279,thumbelinana,2024-10-30T15:10:52.000Z,Ijin save kaaa Kayak gini lebih enak itungannya daripada asal beli kalo butuh malah GK kerasa keluarnya banyak,https://x.com/thumbelinana/status/1851642937018577139,1,0,0,57,https://x.com/L_minWOOharu/status/1851526560786087980,0.09561771,,True,True,True,False
1280,L_minWOOharu,2024-10-30T15:19:09.000Z,boleh banget mom  nanti sesuaikan aja sama rumah mom na  yg ini bener bener pengeluaran minimal selama beranak 2 8 bulan ini.. jadi setidaknya untuk rumah tangga anak 2 nanti minim sekian.. kalau bisa kurang yaa lebih baik lg,https://x.com/L_minWOOharu/status/1851645020744651190,0,0,0,48,https://x.com/L_minWOOharu/status/1851526560786087980,0.11221549,,True,True,True,False
1281,L_minWOOharu,2024-10-27T11:20:43.000Z,"nangis bgt  gaji 2jt berkelahi dengan 2 anak  untuk biaya hidup berdua aja udah pasti kurang.. ada baiknya stabil finansial dulu baru beranak  kita gatau kapan anak sakit, kapan kita sakit.. imunisasi anak, biaya sekolah, biaya makan, biaya les...",https://x.com/SoloMenfess/status/1850497852587557132/photo/1,2,0,1,640,https://x.com/L_minWOOharu/status/1851450515466699004,0.06926657,,True,True,True,False
1282,djwhn_,2024-10-30T02:35:25.000Z,iya kak aku bacanya aja pusing cuma gmn ya namanya hidup itu dia sebisa mungkin bertahan kayaknya sedih bgt ya miris maksudku walaupun ga masuk itungan ke kita ga masuk akal tp ada loh orang yg emang hidupnya begitu. gatau knp tp miris bgt liatnya ya,https://x.com/djwhn_/status/1851452820933001310,1,0,0,36,https://x.com/L_minWOOharu/status/1851450515466699004,0.085189685,,True,True,True,False
1283,octoputri,2024-10-22T05:20:56.000Z,"Dengar ibu2 lagi ngobrol katanya ""pas kita sekolah dulu gak begini amat imunisasi"" Langsung saya bilang gini ""Ibu sekolah udah puluhan tahun yg lalu, sekarang ilmu pengetahuan udah maju jadi orang2 berusaha supaya generasi selanjutnya sehat, imunisasi salah satu caranya.""",https://x.com/octoputri/status/1848595373398626586,21,8,1,5,https://x.com/la1laha1llallah/status/1850880557431050329,0.12955806,,True,True,True,False
1284,octoputri,2024-10-28T12:42:14.000Z,"Dih, siapa yg mau imunisasi anak orang?",https://x.com/octoputri/status/1850880757088293020,1,0,0,287,https://x.com/la1laha1llallah/status/1850880557431050329,0.16515109,,True,True,True,False
1285,la1laha1llallah,2024-10-28T12:43:25.000Z,Diih pedagang fucksin ngeles.,https://x.com/la1laha1llallah/status/1850881054229606587,2,1,2,268,https://x.com/la1laha1llallah/status/1850880557431050329,0.06582093,,False,True,False,False
1286,yegebang,2024-10-21T07:37:32.000Z,"Pernah nyari klinik utk imunisasi anak Ternyata banyak keluar akun2 aborsi dan di komennya juga nawarin aborsi Ooo jadi banyak yg nipu ya Yaudah lanjutkan menipu orang2 tolol yg bunting diluar nikah dan mau ngebunuh itu Peras mereka sehabis2nya, sehancur2nya, sekapok2nya  https://x.com/beyondfuck21/s/beyondfuck21/status/1848142287152541860…",https://x.com/beyondfuck21/status/1848142287152541860,0,1,3,1585,https://x.com/yegebang/status/1848267361004216506,0.11406568,,True,False,False,True
1287,kipi_84,2024-10-30T11:34:45.000Z,今日もお疲れさまでした.ᐟ,https://x.com/kipi_84/status/1851588549642256578,108,419,8156,182,https://x.com/RaIfu_0618/status/1851596440864494073,-0.09461124,,False,False,False,False
1288,iyaadarius,2024-11-08T02:03:56.000Z,"china indo nasionalisme, pake nama indo, bahasa indo, bahasa china oun tak paham. beda sama china malay wkwk malayu jdi budak china wkwk",https://x.com/iyaadarius/status/1854706389131969029,1,0,0,105,https://x.com/harimeow_/status/1854705816676581771,-0.017523915,,True,True,True,False
1289,MalaysiaGazette,2024-11-06T10:52:04.000Z,"MGNews: Marah Diganggu, King Sing Cabar Mas Bergaduh Di Luar   Menteri Pelancongan Datuk Seri Tiong King Sing gagal mengawal emosi ketika Ahli Parlimen Masjid Tanah Datuk Mas Ermieyati Samsuddin mendesak jawapan atas beberapa perkara yang dibangkitkan.  #malaysiagazette",https://x.com/MalaysiaGazette/status/1854114521675395471,73,148,239,191,https://x.com/nopartyteam/status/1854154174784762364,-0.04742025,,False,True,False,False
1290,AlyaZhri,2024-11-02T13:09:46.000Z,"saya sangat la adore dengan dia, semua benda dia boleh buat, campak la apa2 pun mesti dia boleh bgi settle, idola ni idola",https://x.com/HoshiCheeks_/status/1852699623418421346/photo/1,1,1,3,835,https://x.com/AlyaZhri/status/1852988104573059240,-0.20121802,,True,True,False,True
1291,AlyaZhri,2024-11-03T14:10:15.000Z,"hahahah sesamaa, klu guna ejaan sama nnti moots confuse  itu la, pouch bongbongie pun tk thu bila boleh ambik",https://x.com/AlyaZhri/status/1853077232677441626,0,0,0,59,https://x.com/AlyaZhri/status/1852988104573059240,-0.25590932,,False,True,False,False
1292,meinmokhtar,2024-11-02T10:44:56.000Z,Harap lepas ni ang tolong laa jaga wife ang. Tanya tanya gak dia ok ka dak. Jangan bagi dia koyak sorang2,https://x.com/meinmokhtar/status/1852663176615309697,24,98,325,40,https://x.com/meinmokhtar/status/1852938793923616980,-0.13646047,,True,True,False,True
1293,kiramisttt,2024-11-03T04:54:22.000Z,hawin tu apa?,https://x.com/kiramisttt/status/1852937341574504684,2,1,5,3,https://x.com/meinmokhtar/status/1852938793923616980,-0.035845965,,True,True,False,True
1294,FidoYendido,2024-11-03T05:18:54.000Z,Taok,https://x.com/FidoYendido/status/1852943513576484924,0,0,0,1,https://x.com/meinmokhtar/status/1852938793923616980,-0.083965,,True,True,False,True
1295,DokterTifa,2024-11-07T11:32:25.000Z,Umat Muslim Indonesia  Silakan baca baik-baik. Jangan hanya judulnya.,https://x.com/DokterTifa/status/1854487065708413312,98,82,401,58,https://x.com/RiniSumaryo/status/1854642880809419137,-0.029426634,,True,True,True,False
1296,sadrisnsya82469,2024-11-08T09:08:32.000Z,"Nda mungkin, israel tetap dibela amerika, namanya juga konco nya dia, mau apa? Mau marah? Marahlah.",https://x.com/sadrisnsya82469/status/1854813242390200756,1,0,0,38,https://x.com/RiniSumaryo/status/1854642880809419137,-0.038701564,,True,True,False,True
1297,RiniSumaryo,2024-11-08T23:38:19.000Z,Marah? Untuk apa? Santuy aja,https://x.com/RiniSumaryo/status/1855032130566602777,0,0,0,9,https://x.com/RiniSumaryo/status/1854642880809419137,-0.011616915,,True,True,True,False
1298,codebwi1,2024-11-06T23:39:35.000Z,"Itu point positifnya dari trump. Tapi point negatifnya juga banyak. Dia yang mengakui ibu kota jerusalem sebagai ibu kota zionis israhell, sejak saat itulah israhell mendapat restu utk memperluas wilayah jajahanya hingga puncaknua di gaza ini. Semua presiden US adl budak zionis.",https://x.com/codebwi1/status/1854307674118336531,3,2,31,7,https://x.com/Denom99474051/status/1854523505158844629,0.03929317,,True,True,True,False
1299,apralzolam,2024-11-03T20:32:13.000Z,"Pentingnya nyari suami yg bener.   ""Anak saya ga imunisasi soalnya ga boleh sama ayahnya. Ini aja saya bawa ke RS td mohon mohon ke suami soalnya anak saya udah lemes bgt dok. Berantem dulu saya baru dibolehin anak saya berobat dok"".  EMANG COWOK GVLK.",https://x.com/apralzolam/status/1853173356268503221,29,240,892,28,https://x.com/progresionalis/status/1853199859832209628,0.10262066,,True,True,True,False
1300,BarisanPemudaRI,2024-11-03T02:13:55.000Z,"Bagi yg pernah disuntik vaksin covid-19, minum segera kunyit + Nanas.... Diingat2 yaaa....jgn sampai lupa....",https://x.com/BarisanPemudaRI/status/1852896960103231915,116,2348,6027,485,https://x.com/danielza333/status/1853241464949776478,0.025137275,,True,False,False,False
1301,lucky_jannah,2024-11-05T17:41:35.000Z,"Pemikiran yg cerdas , klo dokter luar udh meneliti knapa hrs byk fafafififufu",https://x.com/lucky_jannah/status/1853855194079191498,0,0,0,8,https://x.com/danielza333/status/1853241464949776478,0.08789086,,False,False,False,False
1302,lucky_jannah,2024-11-05T17:44:56.000Z,Lihat video ini aja sdh bs bikin kita berpikir dan ambil kesimpulan,https://x.com/lucky_jannah/status/1853856034089234535,0,0,0,5,https://x.com/danielza333/status/1853241464949776478,0.049241543,,True,False,False,False
1303,FaiNomady,2024-11-01T16:46:38.000Z,"Buka wawasan lebih luas. Sadari lebih dalam. Sangat banyak fakta yg disembunyikan tentang kopit. Salah satunya buku yg dianjurkan oleh Bill Gates ""How to Lie with Statistics.""  Plandemic pakai trik tsb. Kalian sudah ditipu elites dgn permainan data & statistik.",https://x.com/FaiNomady/status/1852391812352311300,5,32,61,4,https://x.com/mulyadi_327/status/1852509031564513346,-0.038477212,,True,False,False,False
1304,hanan052020,2024-11-02T00:22:51.000Z,"dari awal sebetulnya persoalan covid itu memang data corruption. berikut: how to treat the disease. Harusnya flu like illness (apapun penyebabnya) ditangani sebagaimana biasanya saja. Orang lagi meler, ini harus dicek dg PCR covid ga itu.. ngawur banget.",https://x.com/hanan052020/status/1852506623962648795,2,3,11,333,https://x.com/mulyadi_327/status/1852509031564513346,0.027826428,,True,False,False,False
1305,hanan052020,2024-11-02T00:38:45.000Z,Yang jelas biaya anggaran protokol2 itu memang besar sekali anggarannya,https://x.com/hanan052020/status/1852510622707261817,2,3,6,235,https://x.com/mulyadi_327/status/1852509031564513346,-0.011024952,,True,False,False,False
1306,mulyadi_327,2024-11-02T00:44:55.000Z,Gokillll  Artinya duit anggaran lebih menggiurkan yah Nyari investor IKN sampe morat-morit tapi ada dana anggaran covid 19 sebesar itu.,https://x.com/mulyadi_327/status/1852512177548312901,2,0,5,232,https://x.com/mulyadi_327/status/1852509031564513346,-0.01001814,,True,False,False,False
1307,bintcang,2024-11-13T09:39:20.000Z,"anw ini hanya 1 kali evebt ya bukan dokter tetap berkelanjutan , so don't worry",https://x.com/bintcang/status/1856632934880755949,0,0,0,119,https://x.com/bintcang/status/1856297406872334464,0.13992134,,True,True,True,False
1308,bintcang,2024-11-14T13:11:54.000Z,lupa cara nyuntiknha bang?,https://x.com/bintcang/status/1857048814521082170,1,0,0,50,https://x.com/bintcang/status/1856297406872334464,0.16114554,,False,True,False,False
1309,syeeunx,2024-11-12T15:39:54.000Z,Meninggalkan jejak,https://x.com/syeeunx/status/1856361285853540511,0,0,0,93,https://x.com/bintcang/status/1856297406872334464,0.17452592,,True,True,True,False
1310,ihwalsenja,2024-11-13T13:09:41.000Z,"[Yang kemarin dokter anak tuh, pak dok gak sih? @InFortnight]",https://x.com/ihwalsenja/status/1856685870201655620,0,1,0,174,https://x.com/bintcang/status/1856297406872334464,0.18123558,,True,True,True,False
1311,KemenkesRI,2024-11-06T13:48:30.000Z,Pernah mendengar mengenai penyakit difteri & tetanus?,https://x.com/KemenkesRI/status/1854158923466702855,3,9,15,2,https://x.com/KemenkesRI/status/1854159314925269240,0.17256916,,True,False,False,True
1312,KemenkesRI,2024-11-06T13:48:34.000Z,"Difteri & tetanus adalah penyakit berbahaya yg turut mengintai anak-anak  Oleh karenanya, perlu dilakukan perhatian & pencegahan terhadap kedua penyakit ini  Salah satu caranya adalah dengan imunisasi lanjutan yaitu imunisasi DT & Td",https://x.com/KemenkesRI/status/1854158940831142344,1,2,3,1,https://x.com/KemenkesRI/status/1854159314925269240,0.15546525,,True,False,False,True
1313,yondunskrrtt,2024-11-01T10:07:49.000Z,ada yang belikah,https://x.com/yondunskrrtt/status/1852291447996781010,0,0,0,80,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.1317015,,True,True,True,False
1314,tteokkookies,2024-11-01T09:43:02.000Z,JELEK BGT,https://x.com/tteokkookies/status/1852285209107992744,0,0,0,64,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.17207631,,True,True,True,False
1315,lovqtoris,2024-11-01T09:27:18.000Z,YONGMEONG TU MUKANYA KNP TERTEKAN BGT SIH,https://x.com/lovqtoris/status/1852281251455221885,0,0,0,85,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.12812927,,True,True,True,False
1316,MOAmiaw_,2024-11-01T09:20:58.000Z,kenapaaa kek abiss mabokk pop ice,https://x.com/MOAmiaw_/status/1852279658282369038,0,0,0,87,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.13679555,,False,True,False,False
1317,beomgyulllo,2024-11-01T10:06:53.000Z,kaya keracunan,https://x.com/beomgyulllo/status/1852291211899621837,0,0,0,56,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.18966272,,True,True,True,False
1318,onglytubatu,2024-11-01T09:28:20.000Z,kayak ppulbatu dikasih polosan trs dibuat prakarya sama anak kecil jadi diwarnainya warna warni,https://x.com/onglytubatu/status/1852281511166218746,0,0,0,193,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.16948462,,True,True,True,False
1319,soobakyoo,2024-11-01T09:15:25.000Z,"Kak, aku ngakak",https://x.com/soobakyoo/status/1852278261616943196,0,0,0,95,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.1733776,,False,True,False,False
1320,shbrnaakim,2024-11-01T09:28:19.000Z,Kayak habis nelen jamur beracun,https://x.com/shbrnaakim/status/1852281506133413892,0,0,0,77,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.1470421,,True,True,True,False
1321,staywhittxt,2024-11-01T09:36:16.000Z,Ketumpahan obat gondok itu mah,https://x.com/staywhittxt/status/1852283507663581692,0,0,0,51,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.1761058,,False,True,False,False
1322,hueniingkaiii,2024-11-01T15:53:12.000Z,WKWKWK,https://x.com/hueniingkaiii/status/1852378366176891322,0,0,0,18,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.16374627,,True,True,True,False
1323,beomgyucenter,2024-11-01T10:26:21.000Z,keracunan umbi-umbian,https://x.com/beomgyucenter/status/1852296111417147841,0,0,0,51,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.14147028,,True,True,True,False
1324,HeUsesGom,2024-11-02T05:38:11.000Z,Bjir pada cyanosis kurang O2,https://x.com/HeUsesGom/status/1852585980936827302,0,0,0,5,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.17331132,,True,True,True,False
1325,draxypll,2024-11-01T09:12:20.000Z,Kak noiii hahaha,https://x.com/draxypll/status/1852277482491195704,0,0,0,126,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.15650353,,False,True,False,False
1326,tyunz05,2024-11-01T09:49:18.000Z,Kayak kena blawu,https://x.com/tyunz05/status/1852286788695630222,0,0,0,52,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.1607925,,True,True,True,False
1327,stevchoisme,2024-11-01T09:23:49.000Z,keracunan,https://x.com/stevchoisme/status/1852280374455578969,0,0,0,51,https://x.com/TXT_13EOMGYU/status/1852277199799488566,0.19282332,,True,True,True,False
1328,ardibhironx,2024-12-29T14:45:56.000Z,"Instal clubhouse lagi, ternak ikan cupang lagi, sama ngaduk dalgona lagi.",https://x.com/ardibhironx/status/1873379934087102538,6,26,636,57200,https://x.com/urbecrypto/status/1873762662238335420,-0.06363265,,True,False,False,False
1329,ezash,2024-12-30T00:25:12.000Z,Gegara makan apalagi kali ini? Hadech,https://x.com/ezash/status/1873525712159904056,4,1,108,46600,https://x.com/urbecrypto/status/1873762232519258232,-0.05257082,,True,True,False,True
1330,urbecrypto,2024-12-30T16:08:11.000Z,Telenya ini,https://x.com/urbecrypto/status/1873763021950222684,0,0,0,141,https://x.com/urbecrypto/status/1873762232519258232,-0.033536628,,True,True,False,True
1331,hanan052020,2024-12-30T10:42:01.000Z,Itu artinya pencilan,https://x.com/hanan052020/status/1873680938443608367,1,0,2,40,https://x.com/inorii_yuzuriha/status/1873586264248869054,0.01983574,,True,True,True,False
1332,inorii_yuzuriha,2024-12-30T11:05:27.000Z,Jd ingat nyanyi pensil tembak dor dor dor. Anak libur sekolah itu aja depan rmh d nyanyiin anak tetangga. Ampir aku hafal,https://x.com/inorii_yuzuriha/status/1873686833789612290,0,0,2,42,https://x.com/inorii_yuzuriha/status/1873586264248869054,0.031410545,,True,True,True,False
1333,kakakamri,2024-12-30T05:53:38.000Z,Nah ini seru banget jaman pandemi kemarin,https://x.com/kakakamri/status/1873608363642331276,0,0,0,85,https://x.com/wegaws91/status/1873572129457016874,-0.021005377,,True,False,False,False
1334,tanyarlfes,2024-12-27T10:10:20.000Z,guysss ternyata penduduk Indonesia tu udah mau otw 300 juta penduduk,https://x.com/tanyarlfes/status/1872585798828069339,89,142,2755,80300,https://x.com/aphrouditea/status/1872587246303629535,0.15197161,,True,True,True,False
1335,tinjuberapiace,2024-12-27T12:01:47.000Z,WHO? Siapa?,https://x.com/tinjuberapiace/status/1872613849058484404,0,0,0,100,https://x.com/ibjela/status/1872542072563261896,0.018944621,,True,True,True,False
1336,daddyyuki,2024-12-26T03:52:24.000Z,parah sekali. wali kota izumiotsu city yg tahu rencana globalis ini dengan cepat ambil tindakan dengan cara tdk mengirim kartu vaksinasi ke rakyatnya tapi mengirim penjelasan dan resiko vaksin corona yg masih dalam ujicoba. akan tetapi bila tetap ingin vaksin baru kirin kartunya.,https://x.com/daddyyuki/status/1872128302468767827,1,0,3,115,https://x.com/daddyyuki/status/1872115225727840629,0.077046424,,True,False,False,False
1337,yuzuyuzuru79,2024-12-26T05:51:48.000Z,Dan mayoritas orang2 di sana apakah masih masa bodo/ ga peduli dengan kontrasnya perbandingan data2 ini?,https://x.com/yuzuyuzuru79/status/1872158348881416606,1,0,0,94,https://x.com/daddyyuki/status/1872115225727840629,0.06661999,,True,True,True,False
1338,daddyyuki,2024-12-26T07:55:48.000Z,iya. di izumiotsu city saja yg penduduknya sadar. kota lain hanya yg lihat Twitter X saja yg sadar. sisanya masih setenga sadar selama belum ada statment pemerintah di TV mereka masih setengah².  terbukti di kalangan ibu² muda yg masih membawa bayi nya utk suntik rutin.,https://x.com/daddyyuki/status/1872189556336062772,1,0,1,82,https://x.com/daddyyuki/status/1872115225727840629,0.15207043,,True,True,True,False
1339,DokterTifa,2024-12-23T10:08:20.000Z,Siapa yang tidak Vaksin COVID?  Artinya kalian cerdas!  Ayo absen di sini,https://x.com/DokterTifa/status/1871135744158466419,2399,966,5696,1000000,https://x.com/Mulyono84181737/status/1871141093775192173,0.0067673624,,True,False,False,False
1340,Alfarodes1,2024-12-29T11:01:56.000Z,Saya merokok pakai filter tp rokok hasil lintingan sendiri,https://x.com/Alfarodes1/status/1873323560347004946,0,0,1,82,https://x.com/daddyyuki/status/1872862698679239114,-0.036322623,,True,True,False,True
1341,afrkml,2024-12-17T03:47:59.000Z,"“Tapi kenapa kudu vaksinasi massal juga sih?”  Oke aku jelasin pelan2.  Vaksin cacar kudu dikasih ke seluruh orang, terutama di daerah yg ada kasus smallpox.  Mereka ngejalanin strategi “ring vaccination”, yaitu vaksinasi difokusin di sekitar lingkungan pasien yg terinfeksi biar",https://x.com/afrkml/status/1868865699021742403,1,6,37,23100,https://x.com/afrkml/status/1868869090439577687,0.12648216,,True,True,True,False
1342,afrkml,2024-12-17T03:51:12.000Z,"Ini penting krn klo sebagian besar orang dalam satu komunitas udah divaksin, virus smallpox jadi kehilangan “jalan” buat nyebar.  Krn ketika nyebar dan kenanya ke individu yg telah divaksin, virus ini gbs berkembang dan berhenti di dia.  Begitu seterusnya hingga terbentuklah herd",https://x.com/afrkml/status/1868866508988072324,1,5,42,17500,https://x.com/afrkml/status/1868869090439577687,0.16235957,,True,True,True,False
1343,afrkml,2024-12-17T03:54:30.000Z,"Tidak. Ada lockdown, isolasi, karantina, penggalakan gaya hidup bersih dan sehat, contact tracing, dll.  Tapi dari semua itu, HANYA vaksinasi yang terbukti PALING efektif krn ngasih kekebalan imunitas individu dan herd immunity shgg penyebaran virus bener2 dapat ditekan total.",https://x.com/afrkml/status/1868867338449436859,1,4,33,15800,https://x.com/afrkml/status/1868869090439577687,0.11782846,,True,True,True,False
1344,afrkml,2024-12-17T03:59:43.000Z,Kita ga bisa menyangkal bahwa vaksin punya efek samping dan itu tentu saja sangat wajar.  Semua terapi medis apapun pasti punya efek samping.  Tapi efek samping tsb sebagian besar manageable dan dampak positifnya bagi komunitas jauh jauh lebih besar dibanding efek sampingnya.,https://x.com/afrkml/status/1868868654257045636,1,3,28,14600,https://x.com/afrkml/status/1868869090439577687,0.16893595,,True,True,True,False
1345,Ummu0511,2024-12-17T04:48:19.000Z,"Om Ners, beneran gak sih kalau orang itu pasti/harus kena cacar 1x dalam seumur hidup? Walaupun udah di vaksin?  Anakku dua"" nya alhamdulillah vaksin dasar lengkap. Dan belum pernah kena cacar, aku takut kalau mereka masih bisa kena cacar walau udah vaksin.",https://x.com/Ummu0511/status/1868880883429916862,2,0,1,786,https://x.com/afrkml/status/1868869090439577687,0.18801975,,True,True,True,False
1346,inorii_yuzuriha,2024-12-21T09:58:55.000Z,Saya absen dulu orang bodoh yang ga vaksin anaknya.  Pertama saya sendiri Proff @hanan052020  @StopPlandemit  @junlearnscrypto @z4iks . Ingat ya kita orang bodoh karna ga vaksin anak.,https://x.com/inorii_yuzuriha/status/1870408600247767321,41,22,77,6101,https://x.com/johnjoct/status/1870810786073096217,0.12962845,,True,True,True,False
1347,Clackson19,2024-12-30T04:32:45.000Z,"Klo terjd pd organ spt jantung, otak, ginjal dll itu gimana jadinya..? Bisa rusak & Malfungsi semuanya tuh",https://x.com/Clackson19/status/1873588007892332598,1,0,3,215,https://x.com/Clackson19/status/1873701630543294508,0.15699074,,True,True,True,False
1348,daddyyuki,2024-12-30T04:35:15.000Z,betul. itulah penyebab angka kematian dan gagal ginjal meroket setelah vaksinasi.,https://x.com/daddyyuki/status/1873588637939773684,2,2,3,226,https://x.com/Clackson19/status/1873701630543294508,0.1556707,,True,True,True,False
1349,AdeSPerwiraII24,2024-12-30T11:54:03.000Z,Apakah ada statistik khuhus untuk membandingkan tingkat kematian pasca massal nya suntik vaksain ?..,https://x.com/AdeSPerwiraII24/status/1873699065088884974,2,0,1,63,https://x.com/Clackson19/status/1873701630543294508,0.16218498,,True,True,True,False
